Session Code,Product,Topic,Disclaimer,Session Data Update,Title,Abstract,Track,Type,Delivery,Times Offered
2015,"Tableau Agent,Tableau Cloud,Tableau Next",Artificial Intelligence,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,"Data, AI, and Analytics: Financial Services Roundtable","Join your financial peers to share challenges, gain insights, and discuss data strategies. As AI reshapes the financial industry, future-proofing your data investments is more important than ever.
",Ind:Financial Services,Roundtable,In-Person,1
1948,"Tableau Next,Tableau Semantics","Data Governance,Data Model","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,New Salesforce Semantic Layer: Meaningful Connections Await,"In this hands-on training, learn to build data models, calculations, views, and metrics in the Salesforce semantic layer. Discover how to extend these assets to Tableau Next and beyond.",Agentforce,Hands-on Training,In-Person,4
1928,"Tableau Cloud,Tableau Semantics,Tableau Server",Data Governance,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Humble Data: Master Tableau Virtual Connections,"Don’t let your data control you. Unlock your power to scale data governance, master access policies, and centralize row-level security with Tableau virtual connections.",Tableau,Hands-on Training,In-Person,3
2263,,,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Newbies & Tableau Conference Buddies Meetup,"Are you new to Tableau? First time at Tableau Conference? Learn how to maximize your time at TC25, resources for learning Tableau, and connect with others beginning their Tableau journey.",Community,Activity,In-Person,1
1997,"Tableau Cloud,Tableau Next",Data Culture,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Best Practices for an Aligned Governance Strategy,"In this roundtable, we’ll cover common themes that’ll make responsibly scaling your data and content to relevant users exciting rather than anxiety inducing, while networking with peers.",Ethical Use of Technology,Roundtable,In-Person,1
1911,Tableau Desktop,Analytics,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Getting Started with Tableau Desktop,"Learn the basics of Tableau: how to connect to data, build visualizations, apply filters, and finish with an interactive dashboard.",Tableau,Hands-on Training,In-Person,4
1752,Tableau Cloud,"Artificial Intelligence,DataFam","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Your Data AIn’t Ready: Build an AI-Ready Trusted Data Layer,"Overcome AI hurdles and prepare for implementation. Join GitLab to discover how we’re building a trusted, AI-ready data layer—designed for Pulse, Agents, and the future of intelligent insights.



",Tableau,Theater,In-Person,1
1694,Agentforce,"Analytics,Artificial Intelligence","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Boost Productivity with Agentforce and Tableau,"Discover how Agentforce workflows integrated with Tableau dashboards deliver real-time insights, improving agent productivity, enhancing client satisfaction, and driving measurable business outcomes.",Ind:Media,Theater,"In-Person,VOD",2
1266,"Tableau Agent,Tableau Cloud,Tableau Next",Data Strategy,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Scale Your Organization’s Analytics with Tableau Agent,"Discover architecture and data strategy and learn how Tableau Agent empowers organizations to scale analytical capabilities with AI-driven insights, secure data governance, and enhanced productivity.",Agentforce,Theater,In-Person,1
1971,Tableau Next,Data Strategy,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Drive Revenue Now with Tableau Next for Financial Services,Discover how Tableau Next empowers financial analysts to drive significant business value by delivering actionable cross-selling insights with reusable and extensible components and semantic AI.,Ind:Financial Services,Theater,In-Person,2
1961,Agentforce,Artificial Intelligence,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Conversational Analysis & Metric Monitoring with Agentforce,"Tableau Next launches Concierge and Inspector skills, enabling chat-based data analysis and proactive metric monitoring. Join us for a preview of conversational Q&A and data alerts with Agentforce!",Agentforce,Theater,"In-Person,VOD",2
1428,"Tableau Cloud,Tableau Pulse",Artificial Intelligence,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Explore Metrics with AI: Discover Insights w/ Tableau Pulse,"Introducing the new Pulse Discover, a groundbreaking tool that lets you have conversations with AI, exploring connections across metrics and surfacing insights in an intuitive, conversational way.",Tableau,Breakout,In-Person,1
1169,Tableau Cloud,"Democratization,Visualization","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Scaling Tableau: Carrefour’s Retail Revolution in France,"See how Carrefour, EMEA retail leader, scaled Tableau to transform market share analysis, optimize in-store operations, and replace legacy tools. A must-see roadmap for large-scale Tableau success.",Ind:Retail,Breakout,"In-Person,VOD",1
